fl_date,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,op_carrier_fl_num,origin_airport_id,origin,dest_airport_id,dest,dep_delay,arr_delay,cancelled,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,dep_hour,arr_hour,delayed,haul,month,season,dep_time_of_the_day,dest_code,carrier_code,unique_carrier_code,label
2019-02-04,UA,943,UA,943,14771,SFO,12889,LAS,2.0,-1.0,0.0,94.0,91.0,64.0,1.0,414.0,0.0,0.0,0.0,0.0,0.0,16,17,0,SHORT,2,winter,afternoon,159,8,21,0
2018-06-05,AA,4652,YX,4652,12953,LGA,13303,MIA,-7.0,-24.0,0.0,207.0,190.0,154.0,1.0,1096.0,0.0,0.0,0.0,0.0,0.0,9,12,0,SHORT,6,summer,morning,192,0,25,0
2019-04-17,WN,1445,WN,1445,11278,DCA,13232,MDW,-2.0,-6.0,0.0,115.0,111.0,98.0,1.0,601.0,0.0,0.0,0.0,0.0,0.0,6,7,0,SHORT,4,spring,morning,184,10,23,0
2019-04-07,AS,1203,AS,1203,13930,ORD,14771,SFO,28.0,50.0,0.0,300.0,322.0,259.0,1.0,1846.0,0.0,28.0,22.0,0.0,0.0,18,21,1,SHORT,4,spring,evening,274,1,2,1
2018-03-24,AA,1688,AA,1688,11884,GEG,11298,DFW,-10.0,-20.0,0.0,219.0,209.0,179.0,1.0,1477.0,0.0,0.0,0.0,0.0,0.0,13,19,0,SHORT,3,spring,afternoon,77,0,1,0
2019-04-17,DL,3614,OO,3614,13871,OMA,13487,MSP,-1.0,2.0,0.0,81.0,84.0,59.0,1.0,282.0,0.0,0.0,0.0,0.0,0.0,15,17,1,SHORT,4,spring,afternoon,204,3,18,1
2019-02-25,DL,1870,DL,1870,10397,ATL,11146,CRW,-4.0,-4.0,0.0,78.0,78.0,54.0,1.0,363.0,0.0,0.0,0.0,0.0,0.0,20,21,0,SHORT,2,winter,evening,66,3,7,0
2018-10-21,AA,1446,AA,1446,11298,DFW,15370,TUL,-3.0,3.0,0.0,62.0,68.0,45.0,1.0,237.0,0.0,0.0,0.0,0.0,0.0,20,21,1,SHORT,10,autumn,evening,304,0,1,1
2019-11-15,DL,3789,OO,3789,11433,DTW,10469,AZO,0.0,9.0,0.0,54.0,63.0,31.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,12,13,1,SHORT,11,autumn,afternoon,23,3,18,1
2019-01-09,UA,796,UA,796,12264,IAD,12889,LAS,-2.0,-15.0,0.0,319.0,306.0,286.0,1.0,2065.0,0.0,0.0,0.0,0.0,0.0,8,10,0,SHORT,1,winter,morning,159,8,21,0
2018-01-23,AA,3932,MQ,3932,13930,ORD,10408,ATW,-5.0,5.0,0.0,57.0,67.0,31.0,1.0,160.0,0.0,0.0,0.0,0.0,0.0,20,21,1,SHORT,1,winter,evening,17,0,15,1
2019-07-26,WN,530,WN,530,14869,SLC,13232,MDW,-5.0,-15.0,0.0,180.0,170.0,157.0,1.0,1259.0,0.0,0.0,0.0,0.0,0.0,17,20,0,SHORT,7,summer,afternoon,184,10,23,0
2018-08-09,HA,592,HA,592,12173,HNL,12402,ITO,-8.0,-7.0,0.0,58.0,59.0,37.0,1.0,216.0,0.0,0.0,0.0,0.0,0.0,11,12,0,SHORT,8,summer,morning,149,6,13,0
2019-01-16,UA,4851,ZW,4851,11577,ERI,13930,ORD,-15.0,-29.0,0.0,119.0,105.0,79.0,1.0,398.0,0.0,0.0,0.0,0.0,0.0,17,18,0,SHORT,1,winter,afternoon,216,8,26,0
2018-04-13,WN,1760,WN,1760,11292,DEN,12892,LAX,-2.0,-15.0,0.0,150.0,137.0,113.0,1.0,862.0,0.0,0.0,0.0,0.0,0.0,9,11,0,SHORT,4,spring,morning,161,10,23,0
2019-06-19,UA,5930,OO,5930,14252,PSC,11292,DEN,-5.0,-15.0,0.0,141.0,131.0,106.0,1.0,852.0,0.0,0.0,0.0,0.0,0.0,15,18,0,SHORT,6,summer,afternoon,76,8,18,0
2018-05-10,AS,64,AS,64,15841,WRG,12819,KTN,-13.0,0.0,0.0,31.0,44.0,30.0,1.0,82.0,0.0,0.0,0.0,0.0,0.0,15,16,0,SHORT,5,spring,afternoon,157,1,2,1
2019-10-26,UA,3957,ZW,3957,13930,ORD,14783,SGF,-6.0,17.0,0.0,99.0,122.0,79.0,1.0,438.0,0.0,0.0,17.0,0.0,0.0,10,12,1,SHORT,10,autumn,morning,275,8,26,1
2018-01-29,UA,5265,OO,5265,11278,DCA,13930,ORD,18.0,28.0,0.0,142.0,152.0,97.0,1.0,612.0,0.0,0.0,10.0,0.0,18.0,16,17,1,SHORT,1,winter,afternoon,216,8,18,1
2019-07-23,DL,2677,DL,2677,11433,DTW,11292,DEN,1.0,-4.0,0.0,188.0,183.0,144.0,1.0,1123.0,0.0,0.0,0.0,0.0,0.0,8,9,0,SHORT,7,summer,morning,76,3,7,0
2018-04-13,WN,332,WN,332,10693,BNA,12892,LAX,0.0,-14.0,0.0,275.0,261.0,246.0,1.0,1797.0,0.0,0.0,0.0,0.0,0.0,6,8,0,SHORT,4,spring,morning,161,10,23,0
2019-11-16,AA,439,AA,439,13930,ORD,14107,PHX,14.0,-5.0,0.0,239.0,220.0,197.0,1.0,1440.0,0.0,0.0,0.0,0.0,0.0,7,9,0,SHORT,11,autumn,morning,228,0,1,0
2019-03-07,AA,3004,OO,3004,11775,FSD,13930,ORD,0.0,-15.0,0.0,102.0,87.0,68.0,1.0,463.0,0.0,0.0,0.0,0.0,0.0,15,17,0,SHORT,3,spring,afternoon,216,0,18,0
2019-02-06,DL,5976,YX,5976,10721,BOS,12953,LGA,-4.0,9.0,0.0,84.0,97.0,49.0,1.0,184.0,0.0,0.0,0.0,0.0,0.0,13,15,1,SHORT,2,winter,afternoon,168,3,25,1
2018-05-01,AA,5778,YV,5778,13256,MFE,11298,DFW,78.0,78.0,0.0,96.0,96.0,71.0,1.0,469.0,0.0,0.0,0.0,0.0,78.0,16,18,1,SHORT,5,spring,afternoon,77,0,24,1
2019-06-24,WN,1253,WN,1253,11292,DEN,10397,ATL,29.0,7.0,0.0,180.0,158.0,143.0,1.0,1199.0,0.0,0.0,0.0,0.0,0.0,19,0,1,SHORT,6,summer,evening,16,10,23,1
2019-12-18,UA,5940,OO,5940,13930,ORD,10397,ATL,0.0,-15.0,0.0,129.0,114.0,90.0,1.0,606.0,0.0,0.0,0.0,0.0,0.0,9,12,0,SHORT,12,winter,morning,16,8,18,0
2019-12-22,UA,386,UA,386,11003,CID,11292,DEN,2.0,-16.0,0.0,137.0,119.0,100.0,1.0,692.0,0.0,0.0,0.0,0.0,0.0,15,16,0,SHORT,12,winter,afternoon,76,8,21,0
2019-01-08,AA,2142,AA,2142,11278,DCA,10721,BOS,-5.0,-14.0,0.0,83.0,74.0,60.0,1.0,399.0,0.0,0.0,0.0,0.0,0.0,12,13,0,SHORT,1,winter,afternoon,37,0,1,0
2019-05-19,DL,3647,OO,3647,11433,DTW,12945,LEX,0.0,13.0,0.0,74.0,87.0,56.0,1.0,296.0,0.0,0.0,0.0,0.0,0.0,17,19,1,SHORT,5,spring,afternoon,166,3,18,1
2019-12-26,B6,1401,B6,1401,12478,JFK,11697,FLL,30.0,-10.0,0.0,205.0,165.0,145.0,1.0,1069.0,0.0,0.0,0.0,0.0,0.0,16,18,0,SHORT,12,winter,afternoon,105,2,4,0
2019-07-08,DL,1276,DL,1276,11066,CMH,10397,ATL,-7.0,-30.0,0.0,103.0,80.0,64.0,1.0,447.0,0.0,0.0,0.0,0.0,0.0,12,13,0,SHORT,7,summer,afternoon,16,3,7,0
2018-06-08,DL,5202,9E,5202,11193,CVG,11433,DTW,40.0,44.0,0.0,74.0,78.0,51.0,1.0,229.0,40.0,0.0,4.0,0.0,0.0,18,19,1,SHORT,6,summer,evening,84,3,0,1
2018-12-28,WN,6780,WN,6780,10423,AUS,10693,BNA,10.0,-7.0,0.0,115.0,98.0,83.0,1.0,756.0,0.0,0.0,0.0,0.0,0.0,20,21,0,SHORT,12,winter,evening,35,10,23,0
2019-09-22,DL,2130,DL,2130,10397,ATL,15304,TPA,-1.0,-11.0,0.0,88.0,78.0,62.0,1.0,406.0,0.0,0.0,0.0,0.0,0.0,16,17,0,SHORT,9,autumn,afternoon,301,3,7,0
2019-05-01,UA,2217,UA,2217,15304,TPA,11292,DEN,-7.0,-18.0,0.0,236.0,225.0,212.0,1.0,1506.0,0.0,0.0,0.0,0.0,0.0,16,17,0,SHORT,5,spring,afternoon,76,8,21,0
2018-08-03,UA,5570,OO,5570,13871,OMA,13930,ORD,-5.0,-13.0,0.0,108.0,100.0,65.0,1.0,416.0,0.0,0.0,0.0,0.0,0.0,17,19,0,SHORT,8,summer,afternoon,216,8,18,0
2018-07-30,AS,591,AS,591,14107,PHX,14747,SEA,-8.0,-10.0,0.0,180.0,178.0,154.0,1.0,1107.0,0.0,0.0,0.0,0.0,0.0,5,8,0,SHORT,7,summer,night,272,1,2,0
2019-04-11,AA,2194,AA,2194,10397,ATL,11057,CLT,6.0,-8.0,0.0,84.0,70.0,43.0,1.0,226.0,0.0,0.0,0.0,0.0,0.0,12,13,0,SHORT,4,spring,afternoon,57,0,1,0
2019-09-25,UA,2242,UA,2242,14771,SFO,11292,DEN,-4.0,7.0,0.0,153.0,164.0,122.0,1.0,967.0,0.0,0.0,0.0,0.0,0.0,16,19,1,SHORT,9,autumn,afternoon,76,8,21,1
2018-03-30,VX,1136,VX,1136,14771,SFO,14100,PHL,28.0,-19.0,0.0,346.0,299.0,283.0,1.0,2521.0,0.0,0.0,0.0,0.0,0.0,10,18,0,SHORT,3,spring,morning,227,9,22,0
2018-04-28,NK,630,NK,630,12892,LAX,11292,DEN,-4.0,5.0,0.0,144.0,153.0,115.0,1.0,862.0,0.0,0.0,0.0,0.0,0.0,8,11,1,SHORT,4,spring,morning,76,7,16,1
2018-08-30,AA,5389,OH,5389,14100,PHL,13931,ORF,-1.0,-4.0,0.0,63.0,60.0,37.0,1.0,212.0,0.0,0.0,0.0,0.0,0.0,12,13,0,SHORT,8,summer,afternoon,217,0,17,0
2019-07-08,DL,5357,9E,5357,10781,BTR,10397,ATL,34.0,56.0,0.0,94.0,116.0,82.0,1.0,448.0,5.0,0.0,22.0,0.0,29.0,10,13,1,SHORT,7,summer,morning,16,3,0,1
2019-11-30,DL,3926,OO,3926,14576,ROC,11433,DTW,-3.0,-11.0,0.0,83.0,75.0,57.0,1.0,296.0,0.0,0.0,0.0,0.0,0.0,9,10,0,SHORT,11,autumn,morning,84,3,18,0
2019-10-05,HA,135,HA,135,13830,OGG,12173,HNL,-6.0,0.0,0.0,38.0,44.0,21.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,7,8,0,SHORT,10,autumn,morning,131,6,13,1
2018-01-14,WN,4217,WN,4217,14831,SJC,12889,LAS,-3.0,-3.0,0.0,80.0,80.0,64.0,1.0,386.0,0.0,0.0,0.0,0.0,0.0,10,12,0,SHORT,1,winter,morning,159,10,23,0
2018-05-10,UA,5392,OO,5392,11603,EUG,14771,SFO,-8.0,-18.0,0.0,100.0,90.0,70.0,1.0,451.0,0.0,0.0,0.0,0.0,0.0,7,8,0,SHORT,5,spring,morning,274,8,18,0
2019-05-14,NK,360,NK,360,13796,OAK,12889,LAS,-4.0,-12.0,0.0,86.0,78.0,64.0,1.0,407.0,0.0,0.0,0.0,0.0,0.0,13,15,0,SHORT,5,spring,afternoon,159,7,16,0
2018-08-06,AA,6063,CP,6063,15376,TUS,12892,LAX,17.0,4.0,0.0,104.0,91.0,64.0,1.0,451.0,0.0,0.0,0.0,0.0,0.0,17,19,1,SHORT,8,summer,afternoon,161,0,6,1
2018-06-29,DL,4061,9E,4061,12448,JAN,10397,ATL,-3.0,-6.0,0.0,89.0,86.0,57.0,1.0,341.0,0.0,0.0,0.0,0.0,0.0,17,20,0,SHORT,6,summer,afternoon,16,3,0,0
2019-02-21,DL,3558,OO,3558,13487,MSP,13232,MDW,-4.0,-25.0,0.0,116.0,95.0,63.0,1.0,349.0,0.0,0.0,0.0,0.0,0.0,10,11,0,SHORT,2,winter,morning,184,3,18,0
2018-03-02,F9,1518,F9,1518,13891,ONT,14683,SAT,8.0,-7.0,0.0,166.0,151.0,133.0,1.0,1166.0,0.0,0.0,0.0,0.0,0.0,11,16,0,SHORT,3,spring,morning,262,4,10,0
2019-07-02,AS,1759,AS,1759,14771,SFO,14747,SEA,25.0,32.0,0.0,135.0,142.0,102.0,1.0,679.0,0.0,0.0,32.0,0.0,0.0,20,22,1,SHORT,7,summer,evening,272,1,2,1
2019-05-27,B6,688,B6,688,12892,LAX,10721,BOS,11.0,-15.0,0.0,339.0,313.0,295.0,1.0,2611.0,0.0,0.0,0.0,0.0,0.0,13,21,0,MEDIUM,5,spring,afternoon,37,2,4,0
2018-07-11,AS,2616,QX,2616,14747,SEA,10713,BOI,-6.0,-3.0,0.0,90.0,93.0,69.0,1.0,399.0,0.0,0.0,0.0,0.0,0.0,17,20,0,SHORT,7,summer,afternoon,36,1,20,0
2018-01-03,AA,1472,AA,1472,13303,MIA,14683,SAT,23.0,18.0,0.0,199.0,194.0,172.0,1.0,1143.0,18.0,0.0,0.0,0.0,0.0,20,22,1,SHORT,1,winter,evening,262,0,1,1
2019-09-02,AS,3441,OO,3441,14057,PDX,11638,FAT,-12.0,-3.0,0.0,115.0,124.0,105.0,1.0,626.0,0.0,0.0,0.0,0.0,0.0,14,16,0,SHORT,9,autumn,afternoon,101,1,18,0
2018-01-01,AA,4822,PT,4822,11057,CLT,10208,AGS,-7.0,-10.0,0.0,64.0,61.0,38.0,1.0,140.0,0.0,0.0,0.0,0.0,0.0,14,15,0,SHORT,1,winter,afternoon,8,0,19,0
2018-12-11,DL,3554,OO,3554,10397,ATL,11308,DHN,-8.0,-10.0,0.0,64.0,62.0,33.0,1.0,170.0,0.0,0.0,0.0,0.0,0.0,19,19,0,SHORT,12,winter,evening,78,3,18,0
2019-06-20,WN,1684,WN,1684,10821,BWI,12391,ISP,6.0,107.0,0.0,75.0,176.0,44.0,1.0,220.0,3.0,0.0,101.0,0.0,3.0,16,19,1,SHORT,6,summer,afternoon,147,10,23,1
2019-01-01,F9,1690,F9,1690,13204,MCO,11057,CLT,10.0,-17.0,0.0,113.0,86.0,69.0,1.0,468.0,0.0,0.0,0.0,0.0,0.0,20,22,0,SHORT,1,winter,evening,57,4,10,0
2018-05-14,DL,5006,9E,5006,10397,ATL,13029,LNK,-6.0,-13.0,0.0,145.0,138.0,118.0,1.0,841.0,0.0,0.0,0.0,0.0,0.0,20,22,0,SHORT,5,spring,evening,172,3,0,0
2018-05-27,DL,1980,DL,1980,14869,SLC,14908,SNA,41.0,33.0,0.0,111.0,103.0,85.0,1.0,588.0,1.0,0.0,0.0,0.0,32.0,12,12,1,SHORT,5,spring,afternoon,286,3,7,1
2018-03-19,DL,2464,DL,2464,15304,TPA,12478,JFK,-4.0,-5.0,0.0,161.0,160.0,127.0,1.0,1005.0,0.0,0.0,0.0,0.0,0.0,7,9,0,SHORT,3,spring,morning,153,3,7,0
2018-06-28,NK,819,NK,819,14025,PBG,13577,MYR,38.0,36.0,0.0,137.0,135.0,110.0,1.0,811.0,0.0,0.0,27.0,0.0,9.0,15,17,1,SHORT,6,summer,afternoon,207,7,16,1
2018-08-04,NK,709,NK,709,12892,LAX,11433,DTW,2.0,-12.0,0.0,268.0,254.0,227.0,1.0,1979.0,0.0,0.0,0.0,0.0,0.0,22,6,0,SHORT,8,summer,night,84,7,16,0
2019-02-09,UA,261,UA,261,12892,LAX,13204,MCO,-4.0,-3.0,0.0,281.0,282.0,244.0,1.0,2218.0,0.0,0.0,0.0,0.0,0.0,10,18,0,SHORT,2,winter,morning,182,8,21,0
2018-11-30,AA,1217,AA,1217,12892,LAX,13303,MIA,17.0,-12.0,0.0,294.0,265.0,243.0,1.0,2342.0,0.0,0.0,0.0,0.0,0.0,14,21,0,SHORT,11,autumn,afternoon,192,0,1,0
2019-04-20,B6,1906,B6,1906,10693,BNA,10721,BOS,330.0,321.0,0.0,148.0,139.0,118.0,1.0,942.0,28.0,0.0,0.0,0.0,293.0,1,4,1,SHORT,4,spring,night,37,2,4,1
2018-02-13,WN,465,WN,465,12953,LGA,10397,ATL,-1.0,-14.0,0.0,175.0,162.0,126.0,1.0,762.0,0.0,0.0,0.0,0.0,0.0,9,12,0,SHORT,2,winter,morning,16,10,23,0
2019-06-27,UA,3887,ZW,3887,13485,MSN,13930,ORD,-21.0,-27.0,0.0,62.0,56.0,28.0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,15,16,0,SHORT,6,summer,afternoon,216,8,26,0
2018-11-10,AA,1096,AA,1096,14524,RIC,11298,DFW,5.0,18.0,0.0,209.0,222.0,175.0,1.0,1158.0,5.0,0.0,13.0,0.0,0.0,11,14,1,SHORT,11,autumn,morning,77,0,1,1
2018-11-24,AA,4884,PT,4884,14576,ROC,14100,PHL,-13.0,-24.0,0.0,87.0,76.0,52.0,1.0,257.0,0.0,0.0,0.0,0.0,0.0,14,15,0,SHORT,11,autumn,afternoon,227,0,19,0
2018-04-30,UA,5793,OO,5793,14679,SAN,12892,LAX,-6.0,7.0,0.0,60.0,73.0,30.0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,7,8,1,SHORT,4,spring,morning,161,8,18,1
2019-07-06,UA,441,UA,441,11057,CLT,13930,ORD,68.0,55.0,0.0,120.0,107.0,87.0,1.0,599.0,55.0,0.0,0.0,0.0,0.0,9,9,1,SHORT,7,summer,morning,216,8,21,1
2018-08-21,UA,4306,EV,4306,12266,IAH,12448,JAN,-7.0,-1.0,0.0,85.0,91.0,69.0,1.0,351.0,0.0,0.0,0.0,0.0,0.0,9,11,0,SHORT,8,summer,morning,151,8,9,0
2019-05-12,DL,976,DL,976,10397,ATL,12266,IAH,9.0,5.0,0.0,135.0,131.0,106.0,1.0,689.0,0.0,0.0,0.0,0.0,0.0,14,15,1,SHORT,5,spring,afternoon,140,3,7,1
2019-10-21,UA,225,UA,225,11618,EWR,12266,IAH,86.0,145.0,0.0,220.0,279.0,229.0,1.0,1400.0,0.0,0.0,145.0,0.0,0.0,8,12,1,SHORT,10,autumn,morning,140,8,21,1
2019-05-18,AA,621,AA,621,13487,MSP,11057,CLT,-6.0,-5.0,0.0,159.0,160.0,133.0,1.0,930.0,0.0,0.0,0.0,0.0,0.0,17,21,0,SHORT,5,spring,afternoon,57,0,1,0
2019-08-20,AA,5107,OH,5107,14100,PHL,11267,DAY,22.0,39.0,0.0,103.0,120.0,74.0,1.0,477.0,22.0,0.0,17.0,0.0,0.0,16,18,1,SHORT,8,summer,afternoon,73,0,17,1
2019-03-11,DL,810,DL,810,11697,FLL,12478,JFK,6.0,-5.0,0.0,184.0,173.0,147.0,1.0,1069.0,0.0,0.0,0.0,0.0,0.0,16,18,0,SHORT,3,spring,afternoon,153,3,7,0
2018-06-08,DL,1818,DL,1818,13204,MCO,10397,ATL,-6.0,-10.0,0.0,89.0,85.0,60.0,1.0,404.0,0.0,0.0,0.0,0.0,0.0,9,10,0,SHORT,6,summer,morning,16,3,7,0
2019-08-30,WN,3338,WN,3338,13487,MSP,13232,MDW,-5.0,-20.0,0.0,90.0,75.0,59.0,1.0,349.0,0.0,0.0,0.0,0.0,0.0,14,15,0,SHORT,8,summer,afternoon,184,10,23,0
2019-06-28,DL,1997,DL,1997,15624,VPS,10397,ATL,-3.0,-14.0,0.0,84.0,73.0,43.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,16,19,0,SHORT,6,summer,afternoon,16,3,7,0
2018-04-19,AA,2794,AA,2794,11057,CLT,12478,JFK,1.0,-16.0,0.0,119.0,102.0,73.0,1.0,541.0,0.0,0.0,0.0,0.0,0.0,13,14,0,SHORT,4,spring,afternoon,153,0,1,0
2019-03-25,UA,3827,ZW,3827,13230,MDT,13930,ORD,-12.0,-34.0,0.0,135.0,113.0,97.0,1.0,594.0,0.0,0.0,0.0,0.0,0.0,10,11,0,SHORT,3,spring,morning,216,8,26,0
2019-11-06,DL,829,DL,829,13487,MSP,14869,SLC,2.0,-9.0,0.0,175.0,164.0,151.0,1.0,991.0,0.0,0.0,0.0,0.0,0.0,14,16,0,SHORT,11,autumn,afternoon,283,3,7,0
2019-01-19,DL,2014,DL,2014,11259,DAL,10397,ATL,126.0,122.0,0.0,115.0,111.0,91.0,1.0,721.0,122.0,0.0,0.0,0.0,0.0,9,11,1,SHORT,1,winter,morning,16,3,7,1
2018-04-04,B6,2289,B6,2289,11433,DTW,11697,FLL,6.0,45.0,0.0,186.0,225.0,163.0,1.0,1127.0,6.0,0.0,39.0,0.0,0.0,7,10,1,SHORT,4,spring,morning,105,2,4,1
2019-07-06,AA,6073,CP,6073,12892,LAX,14679,SAN,2.0,2.0,0.0,50.0,50.0,29.0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,18,19,1,SHORT,7,summer,evening,261,0,6,1
2018-06-28,DL,971,DL,971,10821,BWI,13487,MSP,-5.0,-5.0,0.0,163.0,163.0,133.0,1.0,936.0,0.0,0.0,0.0,0.0,0.0,8,10,0,SHORT,6,summer,morning,204,3,7,0
2018-10-28,AA,3626,MQ,3626,13930,ORD,14783,SGF,-2.0,-17.0,0.0,99.0,84.0,64.0,1.0,438.0,0.0,0.0,0.0,0.0,0.0,20,21,0,SHORT,10,autumn,evening,275,0,15,0
2019-04-21,UA,3918,ZW,3918,12264,IAD,10431,AVL,5.0,-2.0,0.0,102.0,95.0,55.0,1.0,370.0,0.0,0.0,0.0,0.0,0.0,12,14,0,SHORT,4,spring,afternoon,20,8,26,0
2018-09-07,AA,3024,OO,3024,12892,LAX,14869,SLC,-8.0,-10.0,0.0,109.0,107.0,89.0,1.0,590.0,0.0,0.0,0.0,0.0,0.0,18,21,0,SHORT,9,autumn,evening,283,0,18,0
2019-12-06,WN,2578,WN,2578,14893,SMF,14747,SEA,-5.0,-23.0,0.0,125.0,107.0,88.0,1.0,605.0,0.0,0.0,0.0,0.0,0.0,8,10,0,SHORT,12,winter,morning,272,10,23,0
2019-02-08,DL,1474,DL,1474,10397,ATL,13577,MYR,-2.0,-5.0,0.0,69.0,66.0,46.0,1.0,317.0,0.0,0.0,0.0,0.0,0.0,9,10,0,SHORT,2,winter,morning,207,3,7,0
2019-12-20,AS,2830,QX,2830,14004,PAE,14771,SFO,5.0,1.0,0.0,135.0,131.0,119.0,1.0,710.0,0.0,0.0,0.0,0.0,0.0,18,20,1,SHORT,12,winter,evening,274,1,20,1
2019-02-19,UA,4139,EV,4139,13377,MLU,12266,IAH,68.0,104.0,0.0,78.0,114.0,65.0,1.0,262.0,68.0,0.0,36.0,0.0,0.0,8,10,1,SHORT,2,winter,morning,140,8,9,1
2018-09-28,DL,4200,OO,4200,13367,MLI,13487,MSP,-7.0,-11.0,0.0,83.0,79.0,54.0,1.0,274.0,0.0,0.0,0.0,0.0,0.0,17,18,0,SHORT,9,autumn,afternoon,204,3,18,0
2019-08-29,B6,470,B6,470,11697,FLL,10721,BOS,-1.0,-21.0,0.0,203.0,183.0,154.0,1.0,1237.0,0.0,0.0,0.0,0.0,0.0,11,14,0,SHORT,8,summer,morning,37,2,4,0
2019-11-02,B6,1973,B6,1973,11618,EWR,15304,TPA,-1.0,-2.0,0.0,181.0,180.0,157.0,1.0,997.0,0.0,0.0,0.0,0.0,0.0,15,18,0,SHORT,11,autumn,afternoon,301,2,4,0
2019-08-23,AA,3520,MQ,3520,14122,PIT,13930,ORD,-7.0,6.0,0.0,100.0,113.0,69.0,1.0,413.0,0.0,0.0,0.0,0.0,0.0,20,21,1,SHORT,8,summer,evening,216,0,15,1
2019-06-04,DL,1068,DL,1068,10397,ATL,14635,RSW,-4.0,-28.0,0.0,100.0,76.0,66.0,1.0,515.0,0.0,0.0,0.0,0.0,0.0,8,9,0,SHORT,6,summer,morning,259,3,7,0
2018-11-24,WN,2983,WN,2983,14683,SAT,13232,MDW,10.0,-5.0,0.0,155.0,140.0,129.0,1.0,1036.0,0.0,0.0,0.0,0.0,0.0,18,20,0,SHORT,11,autumn,evening,184,10,23,0
2018-04-09,AA,6029,CP,6029,13871,OMA,12892,LAX,-3.0,-31.0,0.0,223.0,195.0,173.0,1.0,1330.0,0.0,0.0,0.0,0.0,0.0,15,17,0,SHORT,4,spring,afternoon,161,0,6,0
2019-11-15,WN,2387,WN,2387,12191,HOU,13495,MSY,3.0,-5.0,0.0,65.0,57.0,44.0,1.0,302.0,0.0,0.0,0.0,0.0,0.0,22,23,0,SHORT,11,autumn,night,205,10,23,0
2018-11-21,WN,6250,WN,6250,13232,MDW,10994,CHS,128.0,117.0,0.0,120.0,109.0,94.0,1.0,745.0,0.0,0.0,0.0,0.0,117.0,21,0,1,SHORT,11,autumn,evening,52,10,23,1
2019-03-02,UA,1128,UA,1128,13930,ORD,12266,IAH,-4.0,-14.0,0.0,177.0,167.0,139.0,1.0,925.0,0.0,0.0,0.0,0.0,0.0,14,16,0,SHORT,3,spring,afternoon,140,8,21,0
2019-05-11,UA,3668,YX,3668,11618,EWR,14492,RDU,-5.0,-4.0,0.0,97.0,98.0,69.0,1.0,416.0,0.0,0.0,0.0,0.0,0.0,20,21,0,SHORT,5,spring,evening,249,8,25,0
2018-10-02,UA,4794,AX,4794,13930,ORD,13367,MLI,-10.0,-14.0,0.0,60.0,56.0,29.0,1.0,139.0,0.0,0.0,0.0,0.0,0.0,9,9,0,SHORT,10,autumn,morning,196,8,3,0
2019-02-11,AA,2335,AA,2335,10140,ABQ,11298,DFW,-1.0,12.0,0.0,111.0,124.0,79.0,1.0,569.0,0.0,0.0,0.0,0.0,0.0,6,9,1,SHORT,2,winter,morning,77,0,1,1
2018-06-10,AA,3139,OO,3139,11638,FAT,12892,LAX,-3.0,-13.0,0.0,71.0,61.0,40.0,1.0,209.0,0.0,0.0,0.0,0.0,0.0,12,13,0,SHORT,6,summer,afternoon,161,0,18,0
2019-06-28,DL,1415,DL,1415,12953,LGA,13303,MIA,-5.0,-3.0,0.0,187.0,189.0,145.0,1.0,1096.0,0.0,0.0,0.0,0.0,0.0,6,10,0,SHORT,6,summer,morning,192,3,7,0
2018-10-21,UA,5749,OO,5749,11292,DEN,11109,COS,-8.0,-7.0,0.0,46.0,47.0,19.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,22,22,0,SHORT,10,autumn,night,62,8,18,0
2018-06-03,WN,4242,WN,4242,10693,BNA,15304,TPA,-3.0,-13.0,0.0,100.0,90.0,78.0,1.0,612.0,0.0,0.0,0.0,0.0,0.0,14,17,0,SHORT,6,summer,afternoon,301,10,23,0
2018-06-24,WN,2731,WN,2731,13232,MDW,14100,PHL,-5.0,-7.0,0.0,110.0,108.0,96.0,1.0,668.0,0.0,0.0,0.0,0.0,0.0,7,9,0,SHORT,6,summer,morning,227,10,23,0
2018-12-02,UA,2249,UA,2249,11292,DEN,14107,PHX,-3.0,9.0,0.0,113.0,125.0,93.0,1.0,602.0,0.0,0.0,0.0,0.0,0.0,15,17,1,SHORT,12,winter,afternoon,228,8,21,1
2019-04-02,WN,2151,WN,2151,14831,SJC,12892,LAX,-5.0,-27.0,0.0,85.0,63.0,48.0,1.0,308.0,0.0,0.0,0.0,0.0,0.0,18,19,0,SHORT,4,spring,evening,161,10,23,0
2019-06-12,WN,5950,WN,5950,11292,DEN,14747,SEA,0.0,-12.0,0.0,180.0,168.0,152.0,1.0,1024.0,0.0,0.0,0.0,0.0,0.0,18,20,0,SHORT,6,summer,evening,272,10,23,0
