fl_date,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,op_carrier_fl_num,origin_airport_id,origin,dest_airport_id,dest,dep_delay,arr_delay,cancelled,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,dep_hour,arr_hour,delayed,haul,month,season,dep_time_of_the_day,dest_code,carrier_code,unique_carrier_code,label
2018-05-24,DL,3490,9E,3490,10397,ATL,14814,SHV,-3.0,-15.0,0.0,111.0,99.0,80.0,1.0,551.0,0.0,0.0,0.0,0.0,0.0,13,14,0,SHORT,5,spring,afternoon,278,3,0,0
2018-12-03,AA,2269,AA,2269,12953,LGA,11298,DFW,-6.0,10.0,0.0,257.0,273.0,236.0,1.0,1389.0,0.0,0.0,0.0,0.0,0.0,8,12,1,SHORT,12,winter,morning,77,0,1,1
2019-10-17,DL,5083,9E,5083,10792,BUF,12478,JFK,0.0,0.0,0.0,84.0,84.0,63.0,1.0,301.0,0.0,0.0,0.0,0.0,0.0,9,10,0,SHORT,10,autumn,morning,153,3,0,1
2018-06-30,AS,3457,OO,3457,12892,LAX,14869,SLC,-14.0,-10.0,0.0,112.0,116.0,92.0,1.0,590.0,0.0,0.0,0.0,0.0,0.0,16,19,0,SHORT,6,summer,afternoon,283,1,18,0
2019-06-04,DL,3760,OO,3760,10397,ATL,10146,ABY,-2.0,-8.0,0.0,54.0,48.0,28.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,14,15,0,SHORT,6,summer,afternoon,4,3,18,0
2019-10-09,DL,1007,DL,1007,14747,SEA,13487,MSP,7.0,11.0,0.0,187.0,191.0,163.0,1.0,1399.0,0.0,0.0,0.0,0.0,0.0,0,5,1,SHORT,10,autumn,night,204,3,7,1
2019-03-24,DL,6296,G7,6296,10423,AUS,11193,CVG,-3.0,-12.0,0.0,143.0,134.0,120.0,1.0,958.0,0.0,0.0,0.0,0.0,0.0,11,15,0,SHORT,3,spring,morning,68,3,12,0
2018-05-14,UA,1889,UA,1889,14771,SFO,10423,AUS,-2.0,8.0,0.0,204.0,214.0,176.0,1.0,1504.0,0.0,0.0,0.0,0.0,0.0,16,22,1,SHORT,5,spring,afternoon,19,8,21,1
2019-10-16,WN,879,WN,879,13198,MCI,12191,HOU,-1.0,-17.0,0.0,125.0,109.0,98.0,1.0,666.0,0.0,0.0,0.0,0.0,0.0,13,15,0,SHORT,10,autumn,afternoon,133,10,23,0
2019-02-05,UA,4961,C5,4961,11618,EWR,11042,CLE,14.0,-1.0,0.0,105.0,90.0,71.0,1.0,404.0,0.0,0.0,0.0,0.0,0.0,12,14,0,SHORT,2,winter,afternoon,55,8,5,0
2018-08-02,UA,5375,OO,5375,11292,DEN,11638,FAT,-5.0,2.0,0.0,149.0,156.0,120.0,1.0,844.0,0.0,0.0,0.0,0.0,0.0,7,9,1,SHORT,8,summer,morning,101,8,18,1
2019-06-05,WN,2220,WN,2220,10693,BNA,15304,TPA,1.0,-16.0,0.0,110.0,93.0,81.0,1.0,612.0,0.0,0.0,0.0,0.0,0.0,15,18,0,SHORT,6,summer,afternoon,301,10,23,0
2018-11-07,UA,3826,ZW,3826,13930,ORD,12197,HPN,-3.0,4.0,0.0,127.0,134.0,98.0,1.0,738.0,0.0,0.0,0.0,0.0,0.0,7,10,1,SHORT,11,autumn,morning,134,8,26,1
2019-05-31,AS,3322,OO,3322,12892,LAX,11259,DAL,-9.0,-14.0,0.0,190.0,185.0,156.0,1.0,1246.0,0.0,0.0,0.0,0.0,0.0,10,15,0,SHORT,5,spring,morning,72,1,18,0
2018-03-29,WN,6269,WN,6269,12191,HOU,12892,LAX,5.0,-5.0,0.0,220.0,210.0,194.0,1.0,1390.0,0.0,0.0,0.0,0.0,0.0,11,13,0,SHORT,3,spring,morning,161,10,23,0
2018-07-29,UA,6234,YV,6234,12264,IAD,11057,CLT,-5.0,-12.0,0.0,90.0,83.0,53.0,1.0,322.0,0.0,0.0,0.0,0.0,0.0,22,23,0,SHORT,7,summer,night,57,8,24,0
2018-04-30,DL,4338,OO,4338,11977,GRB,13487,MSP,-5.0,0.0,0.0,84.0,89.0,52.0,1.0,252.0,0.0,0.0,0.0,0.0,0.0,17,18,0,SHORT,4,spring,afternoon,204,3,18,1
2019-09-14,AA,3607,MQ,3607,11298,DFW,15074,SWO,-7.0,-12.0,0.0,65.0,60.0,42.0,1.0,225.0,0.0,0.0,0.0,0.0,0.0,13,14,0,SHORT,9,autumn,afternoon,297,0,15,0
2018-09-18,UA,5538,OO,5538,15376,TUS,13930,ORD,25.0,41.0,0.0,210.0,226.0,180.0,1.0,1437.0,25.0,0.0,16.0,0.0,0.0,11,17,1,SHORT,9,autumn,morning,216,8,18,1
2018-10-23,UA,3903,ZW,3903,10408,ATW,13930,ORD,-7.0,1.0,0.0,65.0,73.0,38.0,1.0,161.0,0.0,0.0,0.0,0.0,0.0,5,7,1,SHORT,10,autumn,night,216,8,26,1
2019-06-20,WN,136,WN,136,10140,ABQ,11259,DAL,7.0,-1.0,0.0,100.0,92.0,79.0,1.0,580.0,0.0,0.0,0.0,0.0,0.0,6,8,0,SHORT,6,summer,morning,72,10,23,0
2018-07-13,DL,7412,OO,7412,14869,SLC,12003,GTF,-5.0,-11.0,0.0,94.0,88.0,66.0,1.0,463.0,0.0,0.0,0.0,0.0,0.0,21,23,0,SHORT,7,summer,evening,125,3,18,0
2018-12-29,AA,6035,CP,6035,14679,SAN,12892,LAX,5.0,10.0,0.0,51.0,56.0,28.0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,15,16,1,SHORT,12,winter,afternoon,161,0,6,1
2018-08-29,AA,6094,CP,6094,14893,SMF,12892,LAX,-3.0,-7.0,0.0,111.0,107.0,66.0,1.0,373.0,0.0,0.0,0.0,0.0,0.0,6,8,0,SHORT,8,summer,morning,161,0,6,0
2019-04-21,DL,5127,9E,5127,10721,BOS,14100,PHL,-5.0,-19.0,0.0,104.0,90.0,73.0,1.0,280.0,0.0,0.0,0.0,0.0,0.0,10,11,0,SHORT,4,spring,morning,227,3,0,0
2019-11-06,DL,480,DL,480,10397,ATL,12339,IND,-4.0,-9.0,0.0,88.0,83.0,73.0,1.0,432.0,0.0,0.0,0.0,0.0,0.0,12,14,0,SHORT,11,autumn,afternoon,144,3,7,0
2019-05-16,F9,1700,F9,1700,10397,ATL,11193,CVG,-11.0,-21.0,0.0,94.0,84.0,65.0,1.0,373.0,0.0,0.0,0.0,0.0,0.0,7,9,0,SHORT,5,spring,morning,68,4,10,0
2018-06-05,WN,2055,WN,2055,15304,TPA,13232,MDW,-2.0,-7.0,0.0,160.0,155.0,145.0,1.0,997.0,0.0,0.0,0.0,0.0,0.0,18,19,0,SHORT,6,summer,evening,184,10,23,0
2019-02-13,UA,4827,ZW,4827,10257,ALB,13930,ORD,-12.0,-27.0,0.0,162.0,147.0,110.0,1.0,723.0,0.0,0.0,0.0,0.0,0.0,12,14,0,SHORT,2,winter,afternoon,216,8,26,0
2019-06-20,AA,529,AA,529,11057,CLT,12266,IAH,40.0,36.0,0.0,156.0,152.0,119.0,1.0,912.0,5.0,0.0,0.0,0.0,31.0,21,22,1,SHORT,6,summer,evening,140,0,1,1
2018-05-07,HA,18,HA,18,12173,HNL,12889,LAS,0.0,-10.0,0.0,345.0,335.0,310.0,1.0,2762.0,0.0,0.0,0.0,0.0,0.0,15,23,0,MEDIUM,5,spring,afternoon,159,6,13,0
2019-07-22,AA,2754,AA,2754,11298,DFW,13930,ORD,0.0,-10.0,0.0,149.0,139.0,101.0,1.0,801.0,0.0,0.0,0.0,0.0,0.0,10,12,0,SHORT,7,summer,morning,216,0,1,0
2019-08-01,DL,1090,DL,1090,10397,ATL,12451,JAX,53.0,41.0,0.0,74.0,62.0,45.0,1.0,270.0,11.0,0.0,0.0,0.0,30.0,23,0,1,SHORT,8,summer,night,152,3,7,1
2018-12-26,DL,1494,DL,1494,10397,ATL,14100,PHL,-5.0,-16.0,0.0,120.0,109.0,91.0,1.0,666.0,0.0,0.0,0.0,0.0,0.0,9,10,0,SHORT,12,winter,morning,227,3,7,0
2019-04-07,AA,2475,AA,2475,12953,LGA,13930,ORD,4.0,0.0,0.0,166.0,162.0,117.0,1.0,733.0,0.0,0.0,0.0,0.0,0.0,19,21,0,SHORT,4,spring,evening,216,0,1,1
2019-12-12,UA,5029,OO,5029,14025,PBG,12264,IAD,107.0,90.0,0.0,114.0,97.0,76.0,1.0,444.0,0.0,0.0,0.0,0.0,90.0,17,18,1,SHORT,12,winter,afternoon,138,8,18,1
2019-05-17,UA,5322,OO,5322,11292,DEN,12278,ICT,-5.0,-13.0,0.0,90.0,82.0,66.0,1.0,420.0,0.0,0.0,0.0,0.0,0.0,10,13,0,SHORT,5,spring,morning,141,8,18,0
2018-08-23,WN,214,WN,214,13232,MDW,10821,BWI,8.0,-2.0,0.0,100.0,90.0,82.0,1.0,611.0,0.0,0.0,0.0,0.0,0.0,21,23,0,SHORT,8,summer,evening,45,10,23,0
2018-05-26,AA,4597,YX,4597,10423,AUS,13303,MIA,102.0,89.0,0.0,164.0,151.0,137.0,1.0,1103.0,89.0,0.0,0.0,0.0,0.0,18,21,1,SHORT,5,spring,evening,192,0,25,1
2018-05-02,WN,1768,WN,1768,11292,DEN,14679,SAN,-4.0,-16.0,0.0,140.0,128.0,114.0,1.0,853.0,0.0,0.0,0.0,0.0,0.0,18,19,0,SHORT,5,spring,evening,261,10,23,0
2018-05-07,AA,1566,AA,1566,14679,SAN,13930,ORD,-7.0,-12.0,0.0,250.0,245.0,207.0,1.0,1723.0,0.0,0.0,0.0,0.0,0.0,7,13,0,SHORT,5,spring,morning,216,0,1,0
2019-09-01,UA,207,UA,207,10721,BOS,14771,SFO,10.0,4.0,0.0,394.0,388.0,354.0,1.0,2704.0,0.0,0.0,0.0,0.0,0.0,8,11,1,MEDIUM,9,autumn,morning,274,8,21,1
2018-01-11,WN,2074,WN,2074,14107,PHX,11292,DEN,0.0,2.0,0.0,110.0,112.0,94.0,1.0,602.0,0.0,0.0,0.0,0.0,0.0,7,9,1,SHORT,1,winter,morning,76,10,23,1
2018-04-13,WN,291,WN,291,11259,DAL,14683,SAT,16.0,73.0,0.0,65.0,122.0,66.0,1.0,248.0,16.0,0.0,57.0,0.0,0.0,22,0,1,SHORT,4,spring,night,262,10,23,1
2018-10-18,DL,1109,DL,1109,14747,SEA,11193,CVG,-4.0,-4.0,0.0,250.0,250.0,222.0,1.0,1965.0,0.0,0.0,0.0,0.0,0.0,22,6,0,SHORT,10,autumn,night,68,3,7,0
2019-04-17,F9,409,F9,409,11292,DEN,12892,LAX,41.0,19.0,0.0,161.0,139.0,111.0,1.0,862.0,0.0,19.0,0.0,0.0,0.0,22,0,1,SHORT,4,spring,night,161,4,10,1
2018-12-20,DL,960,DL,960,12339,IND,10397,ATL,1.0,2.0,0.0,103.0,104.0,77.0,1.0,432.0,0.0,0.0,0.0,0.0,0.0,5,7,1,SHORT,12,winter,night,16,3,7,1
2018-12-23,UA,3405,YX,3405,10140,ABQ,11292,DEN,-9.0,-13.0,0.0,84.0,80.0,59.0,1.0,349.0,0.0,0.0,0.0,0.0,0.0,12,14,0,SHORT,12,winter,afternoon,76,8,25,0
2019-08-16,WN,1690,WN,1690,13796,OAK,11884,GEG,17.0,16.0,0.0,115.0,114.0,101.0,1.0,723.0,0.0,0.0,0.0,16.0,0.0,10,12,1,SHORT,8,summer,morning,113,10,23,1
2019-02-04,AA,794,AA,794,10721,BOS,14100,PHL,-7.0,-26.0,0.0,101.0,82.0,61.0,1.0,280.0,0.0,0.0,0.0,0.0,0.0,12,13,0,SHORT,2,winter,afternoon,227,0,1,0
2019-06-11,UA,6247,YV,6247,14321,PWM,12264,IAD,247.0,254.0,0.0,96.0,103.0,82.0,1.0,493.0,0.0,0.0,0.0,0.0,254.0,9,11,1,SHORT,6,summer,morning,138,8,24,1
2019-03-28,AA,1980,AA,1980,14100,PHL,14635,RSW,-1.0,-10.0,0.0,175.0,166.0,137.0,1.0,993.0,0.0,0.0,0.0,0.0,0.0,18,21,0,SHORT,3,spring,evening,259,0,1,0
2019-10-02,DL,2194,DL,2194,13487,MSP,14831,SJC,-3.0,5.0,0.0,239.0,247.0,224.0,1.0,1575.0,0.0,0.0,0.0,0.0,0.0,19,21,1,SHORT,10,autumn,evening,280,3,7,1
2019-07-19,NK,687,NK,687,14843,SJU,14100,PHL,-6.0,-7.0,0.0,253.0,252.0,230.0,1.0,1576.0,0.0,0.0,0.0,0.0,0.0,10,14,0,SHORT,7,summer,morning,227,7,16,0
2018-11-16,DL,2036,DL,2036,10397,ATL,14100,PHL,-1.0,8.0,0.0,119.0,128.0,92.0,1.0,666.0,0.0,0.0,0.0,0.0,0.0,16,18,1,SHORT,11,autumn,afternoon,227,3,7,1
2018-08-30,DL,4730,OO,4730,10693,BNA,10721,BOS,-4.0,-14.0,0.0,155.0,145.0,123.0,1.0,942.0,0.0,0.0,0.0,0.0,0.0,6,9,0,SHORT,8,summer,morning,37,3,18,0
2019-04-14,AA,1648,AA,1648,11057,CLT,14100,PHL,83.0,61.0,0.0,104.0,82.0,57.0,1.0,449.0,3.0,0.0,0.0,0.0,58.0,21,23,1,SHORT,4,spring,evening,227,0,1,1
2019-01-03,AA,3642,MQ,3642,11298,DFW,10185,AEX,-2.0,-2.0,0.0,69.0,69.0,48.0,1.0,285.0,0.0,0.0,0.0,0.0,0.0,8,9,0,SHORT,1,winter,morning,7,0,15,0
2018-07-10,DL,7385,OO,7385,11525,EKO,14869,SLC,-6.0,-17.0,0.0,60.0,49.0,37.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,5,7,0,SHORT,7,summer,night,283,3,18,0
2018-09-08,AA,3929,MQ,3929,13485,MSN,13930,ORD,-8.0,-16.0,0.0,58.0,50.0,27.0,1.0,108.0,0.0,0.0,0.0,0.0,0.0,15,16,0,SHORT,9,autumn,afternoon,216,0,15,0
2018-10-29,WN,2390,WN,2390,14057,PDX,14893,SMF,-2.0,-10.0,0.0,85.0,77.0,64.0,1.0,479.0,0.0,0.0,0.0,0.0,0.0,18,19,0,SHORT,10,autumn,evening,285,10,23,0
2019-01-13,UA,4954,C5,4954,12339,IND,11618,EWR,-4.0,-23.0,0.0,131.0,112.0,92.0,1.0,645.0,0.0,0.0,0.0,0.0,0.0,11,13,0,SHORT,1,winter,morning,97,8,5,0
2019-06-24,DL,3811,OO,3811,12953,LGA,14524,RIC,-1.0,-21.0,0.0,109.0,89.0,55.0,1.0,292.0,0.0,0.0,0.0,0.0,0.0,10,11,0,SHORT,6,summer,morning,252,3,18,0
2019-09-25,DL,5430,9E,5430,10397,ATL,12197,HPN,9.0,-2.0,0.0,143.0,132.0,112.0,1.0,780.0,0.0,0.0,0.0,0.0,0.0,16,18,0,SHORT,9,autumn,afternoon,134,3,0,0
2018-04-21,UA,2394,UA,2394,11618,EWR,12892,LAX,-11.0,-22.0,0.0,366.0,355.0,326.0,1.0,2454.0,0.0,0.0,0.0,0.0,0.0,14,17,0,SHORT,4,spring,afternoon,161,8,21,0
2019-04-07,DL,894,DL,894,10397,ATL,14107,PHX,-4.0,-26.0,0.0,259.0,237.0,210.0,1.0,1587.0,0.0,0.0,0.0,0.0,0.0,22,23,0,SHORT,4,spring,night,228,3,7,0
2018-06-04,AA,1858,AA,1858,14771,SFO,11057,CLT,-1.0,-26.0,0.0,304.0,279.0,255.0,1.0,2296.0,0.0,0.0,0.0,0.0,0.0,0,7,0,SHORT,6,summer,night,57,0,1,0
2019-03-09,B6,533,B6,533,10529,BDL,15304,TPA,1.0,-9.0,0.0,182.0,172.0,155.0,1.0,1111.0,0.0,0.0,0.0,0.0,0.0,13,16,0,SHORT,3,spring,afternoon,301,2,4,0
2018-05-14,DL,965,DL,965,10721,BOS,12953,LGA,-4.0,2.0,0.0,75.0,81.0,41.0,1.0,184.0,0.0,0.0,0.0,0.0,0.0,6,8,1,SHORT,5,spring,morning,168,3,7,1
2018-10-14,WN,3121,WN,3121,11259,DAL,13158,MAF,18.0,13.0,0.0,70.0,65.0,52.0,1.0,319.0,0.0,0.0,0.0,0.0,0.0,16,17,1,SHORT,10,autumn,afternoon,179,10,23,1
2019-12-23,AA,1508,AA,1508,13303,MIA,12892,LAX,-4.0,4.0,0.0,359.0,367.0,309.0,1.0,2342.0,0.0,0.0,0.0,0.0,0.0,19,23,1,SHORT,12,winter,evening,161,0,1,1
2018-11-05,UA,1680,UA,1680,14107,PHX,12266,IAH,-3.0,-6.0,0.0,144.0,141.0,123.0,1.0,1009.0,0.0,0.0,0.0,0.0,0.0,11,15,0,SHORT,11,autumn,morning,140,8,21,0
2019-01-13,UA,5353,OO,5353,12266,IAH,13342,MKE,-3.0,-15.0,0.0,165.0,153.0,123.0,1.0,984.0,0.0,0.0,0.0,0.0,0.0,18,20,0,SHORT,1,winter,evening,193,8,18,0
2019-12-26,DL,1295,DL,1295,14869,SLC,12889,LAS,-2.0,-2.0,0.0,87.0,87.0,61.0,1.0,368.0,0.0,0.0,0.0,0.0,0.0,11,11,0,SHORT,12,winter,morning,159,3,7,0
2018-02-24,UA,2141,UA,2141,11292,DEN,14570,RNO,-5.0,9.0,0.0,142.0,156.0,124.0,1.0,804.0,0.0,0.0,0.0,0.0,0.0,11,13,1,SHORT,2,winter,morning,254,8,21,1
2019-02-25,WN,1430,WN,1430,14831,SJC,12889,LAS,28.0,37.0,0.0,75.0,84.0,60.0,1.0,386.0,0.0,0.0,9.0,0.0,28.0,19,21,1,SHORT,2,winter,evening,159,10,23,1
2018-04-15,NK,992,NK,992,13930,ORD,10821,BWI,74.0,103.0,0.0,111.0,140.0,95.0,1.0,622.0,0.0,0.0,103.0,0.0,0.0,22,2,1,SHORT,4,spring,night,45,7,16,1
2018-11-04,UA,994,UA,994,11618,EWR,10721,BOS,-4.0,-9.0,0.0,73.0,68.0,35.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,17,19,0,SHORT,11,autumn,afternoon,37,8,21,0
2019-10-18,UA,3467,YX,3467,13930,ORD,13871,OMA,-4.0,-10.0,0.0,101.0,95.0,64.0,1.0,416.0,0.0,0.0,0.0,0.0,0.0,19,21,0,SHORT,10,autumn,evening,213,8,25,0
2018-09-30,WN,5204,WN,5204,11292,DEN,12339,IND,23.0,-1.0,0.0,150.0,126.0,111.0,1.0,977.0,0.0,0.0,0.0,0.0,0.0,20,0,0,SHORT,9,autumn,evening,144,10,23,0
2019-11-06,WN,2845,WN,2845,11292,DEN,12451,JAX,230.0,245.0,0.0,180.0,195.0,159.0,1.0,1447.0,227.0,0.0,15.0,0.0,3.0,19,0,1,SHORT,11,autumn,evening,152,10,23,1
2019-12-26,DL,3699,OO,3699,10397,ATL,15323,TRI,26.0,9.0,0.0,68.0,51.0,39.0,1.0,227.0,0.0,0.0,0.0,0.0,0.0,14,15,1,SHORT,12,winter,afternoon,302,3,18,1
2018-03-01,UA,4572,G7,4572,13930,ORD,11721,FNT,-7.0,-6.0,0.0,68.0,69.0,40.0,1.0,223.0,0.0,0.0,0.0,0.0,0.0,21,23,0,SHORT,3,spring,evening,107,8,12,0
2019-12-20,UA,5997,OO,5997,14262,PSP,14771,SFO,543.0,525.0,0.0,107.0,89.0,65.0,1.0,421.0,525.0,0.0,0.0,0.0,0.0,17,18,1,SHORT,12,winter,afternoon,274,8,18,1
2019-03-22,DL,6248,G7,6248,11433,DTW,13296,MHT,-6.0,12.0,0.0,111.0,129.0,82.0,1.0,610.0,0.0,0.0,0.0,0.0,0.0,13,16,1,SHORT,3,spring,afternoon,191,3,12,1
2019-11-14,HA,12,HA,12,12173,HNL,14771,SFO,-3.0,-1.0,0.0,310.0,312.0,277.0,1.0,2398.0,0.0,0.0,0.0,0.0,0.0,14,22,0,SHORT,11,autumn,afternoon,274,6,13,0
2019-04-18,UA,1620,UA,1620,14262,PSP,14771,SFO,31.0,20.0,0.0,102.0,91.0,69.0,1.0,421.0,0.0,0.0,20.0,0.0,0.0,12,13,1,SHORT,4,spring,afternoon,274,8,21,1
2019-12-19,DL,2599,DL,2599,10693,BNA,10397,ATL,-4.0,-5.0,0.0,74.0,73.0,41.0,1.0,214.0,0.0,0.0,0.0,0.0,0.0,16,18,0,SHORT,12,winter,afternoon,16,3,7,0
2018-09-18,WN,6569,WN,6569,14893,SMF,14747,SEA,-10.0,9.0,0.0,115.0,134.0,90.0,1.0,605.0,0.0,0.0,0.0,0.0,0.0,20,22,1,SHORT,9,autumn,evening,272,10,23,1
2018-10-01,WN,2646,WN,2646,14679,SAN,10693,BNA,6.0,2.0,0.0,235.0,231.0,203.0,1.0,1751.0,0.0,0.0,0.0,0.0,0.0,7,13,1,SHORT,10,autumn,morning,35,10,23,1
2019-07-12,DL,870,DL,870,12953,LGA,13204,MCO,147.0,193.0,0.0,174.0,220.0,137.0,1.0,950.0,147.0,0.0,46.0,0.0,0.0,16,20,1,SHORT,7,summer,afternoon,182,3,7,1
2018-07-11,HA,324,HA,324,12982,LIH,12173,HNL,-15.0,-19.0,0.0,36.0,32.0,17.0,1.0,102.0,0.0,0.0,0.0,0.0,0.0,22,23,0,SHORT,7,summer,night,131,6,13,0
2018-06-09,UA,3592,YX,3592,11618,EWR,11042,CLE,-3.0,4.0,0.0,91.0,98.0,67.0,1.0,404.0,0.0,0.0,0.0,0.0,0.0,8,10,1,SHORT,6,summer,morning,55,8,25,1
2018-07-20,AA,2253,AA,2253,13930,ORD,14869,SLC,146.0,140.0,0.0,203.0,197.0,177.0,1.0,1250.0,11.0,0.0,0.0,0.0,129.0,20,22,1,SHORT,7,summer,evening,283,0,1,1
2018-08-21,DL,5387,9E,5387,13198,MCI,12953,LGA,-5.0,10.0,0.0,178.0,193.0,135.0,1.0,1107.0,0.0,0.0,0.0,0.0,0.0,18,22,1,SHORT,8,summer,evening,168,3,0,1
2019-04-09,UA,4437,EV,4437,12266,IAH,11973,GPT,-3.0,-6.0,0.0,79.0,76.0,61.0,1.0,376.0,0.0,0.0,0.0,0.0,0.0,14,15,0,SHORT,4,spring,afternoon,118,8,9,0
2019-05-21,AS,1784,AS,1784,14747,SEA,14262,PSP,38.0,48.0,0.0,165.0,175.0,132.0,1.0,987.0,38.0,0.0,10.0,0.0,0.0,20,23,1,SHORT,5,spring,evening,240,1,2,1
2019-07-12,DL,5299,9E,5299,13795,OAJ,10397,ATL,70.0,67.0,0.0,100.0,97.0,62.0,1.0,399.0,0.0,0.0,0.0,0.0,67.0,19,21,1,SHORT,7,summer,evening,16,3,0,1
2019-12-21,DL,884,DL,884,13487,MSP,14679,SAN,-1.0,-16.0,0.0,243.0,228.0,198.0,1.0,1532.0,0.0,0.0,0.0,0.0,0.0,17,19,0,SHORT,12,winter,afternoon,261,3,7,0
2019-11-03,UA,656,UA,656,14107,PHX,13930,ORD,-4.0,-2.0,0.0,203.0,205.0,166.0,1.0,1440.0,0.0,0.0,0.0,0.0,0.0,6,10,0,SHORT,11,autumn,morning,216,8,21,0
2019-07-12,B6,107,B6,107,14321,PWM,12478,JFK,10.0,3.0,0.0,80.0,73.0,52.0,1.0,273.0,0.0,0.0,0.0,0.0,0.0,12,13,1,SHORT,7,summer,afternoon,153,2,4,1
2019-05-03,AA,3067,OO,3067,12892,LAX,14107,PHX,-9.0,-17.0,0.0,87.0,79.0,55.0,1.0,370.0,0.0,0.0,0.0,0.0,0.0,6,8,0,SHORT,5,spring,morning,228,0,18,0
2019-10-06,AS,1809,AS,1809,14771,SFO,14057,PDX,-13.0,-21.0,0.0,105.0,97.0,76.0,1.0,550.0,0.0,0.0,0.0,0.0,0.0,18,19,0,SHORT,10,autumn,evening,223,1,2,0
2019-11-28,WN,1816,WN,1816,10821,BWI,13487,MSP,33.0,34.0,0.0,165.0,166.0,152.0,1.0,936.0,2.0,0.0,1.0,0.0,31.0,14,16,1,SHORT,11,autumn,afternoon,204,10,23,1
2019-09-19,AS,314,AS,314,14679,SAN,14893,SMF,-2.0,-5.0,0.0,100.0,97.0,72.0,1.0,480.0,0.0,0.0,0.0,0.0,0.0,18,19,0,SHORT,9,autumn,evening,285,1,2,0
2019-02-15,AA,4558,YX,4558,11624,EYW,13303,MIA,1.0,8.0,0.0,47.0,54.0,28.0,1.0,125.0,0.0,0.0,0.0,0.0,0.0,11,12,1,SHORT,2,winter,morning,192,0,25,1
2018-01-31,AS,764,AS,764,14057,PDX,11278,DCA,-16.0,-30.0,0.0,290.0,276.0,254.0,1.0,2350.0,0.0,0.0,0.0,0.0,0.0,9,17,0,SHORT,1,winter,morning,75,1,2,0
2018-09-17,DL,5123,9E,5123,12451,JAX,12478,JFK,-6.0,-30.0,0.0,158.0,134.0,111.0,1.0,828.0,0.0,0.0,0.0,0.0,0.0,17,19,0,SHORT,9,autumn,afternoon,153,3,0,0
2019-03-27,UA,1611,UA,1611,11618,EWR,13930,ORD,-8.0,-12.0,0.0,150.0,146.0,112.0,1.0,719.0,0.0,0.0,0.0,0.0,0.0,20,22,0,SHORT,3,spring,evening,216,8,21,0
2018-05-20,AS,748,AS,748,14747,SEA,15016,STL,-6.0,4.0,0.0,236.0,246.0,211.0,1.0,1709.0,0.0,0.0,0.0,0.0,0.0,12,18,1,SHORT,5,spring,afternoon,290,1,2,1
2019-05-13,DL,2546,DL,2546,14869,SLC,14679,SAN,-2.0,-5.0,0.0,114.0,111.0,90.0,1.0,626.0,0.0,0.0,0.0,0.0,0.0,16,17,0,SHORT,5,spring,afternoon,261,3,7,0
2019-12-15,UA,3960,ZW,3960,14457,RAP,13930,ORD,0.0,-22.0,0.0,145.0,123.0,103.0,1.0,780.0,0.0,0.0,0.0,0.0,0.0,11,14,0,SHORT,12,winter,morning,216,8,26,0
2019-01-28,DL,3662,OO,3662,12889,LAS,14908,SNA,-9.0,-27.0,0.0,77.0,59.0,41.0,1.0,226.0,0.0,0.0,0.0,0.0,0.0,17,18,0,SHORT,1,winter,afternoon,286,3,18,0
2018-03-11,UA,461,UA,461,14908,SNA,11292,DEN,-5.0,-23.0,0.0,145.0,127.0,108.0,1.0,846.0,0.0,0.0,0.0,0.0,0.0,8,11,0,SHORT,3,spring,morning,76,8,21,0
2019-09-14,DL,1229,DL,1229,10868,CAE,10397,ATL,-5.0,-2.0,0.0,64.0,67.0,41.0,1.0,192.0,0.0,0.0,0.0,0.0,0.0,8,9,0,SHORT,9,autumn,morning,16,3,7,0
2018-06-27,UA,5396,OO,5396,11292,DEN,14457,RAP,20.0,11.0,0.0,81.0,72.0,45.0,1.0,300.0,0.0,0.0,0.0,0.0,0.0,18,19,1,SHORT,6,summer,evening,246,8,18,1
2018-08-11,DL,1340,DL,1340,13422,MOB,10397,ATL,-10.0,-14.0,0.0,77.0,73.0,45.0,1.0,302.0,0.0,0.0,0.0,0.0,0.0,8,11,0,SHORT,8,summer,morning,16,3,7,0
2019-06-22,UA,609,UA,609,11278,DCA,13930,ORD,-9.0,2.0,0.0,124.0,135.0,99.0,1.0,612.0,0.0,0.0,0.0,0.0,0.0,9,10,1,SHORT,6,summer,morning,216,8,21,1
2018-02-16,DL,3658,9E,3658,12451,JAX,12953,LGA,-2.0,-14.0,0.0,143.0,131.0,112.0,1.0,833.0,0.0,0.0,0.0,0.0,0.0,7,9,0,SHORT,2,winter,morning,168,3,0,0
2018-09-02,DL,2287,DL,2287,13487,MSP,10821,BWI,-1.0,-18.0,0.0,152.0,135.0,118.0,1.0,936.0,0.0,0.0,0.0,0.0,0.0,8,12,0,SHORT,9,autumn,morning,45,3,7,0
2019-03-18,AA,2498,AA,2498,13930,ORD,13303,MIA,-2.0,5.0,0.0,185.0,192.0,154.0,1.0,1197.0,0.0,0.0,0.0,0.0,0.0,6,10,1,SHORT,3,spring,morning,192,0,1,1
